Business Name,Note,Contact Name,Demo URL,Demo Site Name,CH Number,Email Address,Address,Town,Postcode,Date Added,Trade Category,Business Type,Email Source URL,Data Source,Date First Contacted,Do Not Contact,Prospect Segment,Email Thread ID,Last Email Sent,Website URL,Campaign_URL,utm_campaign,utm_content,utm_medium,utm_source
Stress Free Plumbing & Heating,,,,,9157393,stressfreeheating@gmail.com,,,,05/05/2026 19:50,Gas Engineer / Boiler Installer,Unknown,,https://www.facebook.com/powerflushingnorthwest/,,No,,,,,,,,,
Tap Bath Bristol Ltd,,,,,14576628,info@tapbathbristol.co.uk,,,,05/05/2026 19:51,Gas Engineer / Boiler Installer,Unknown,,https://www.facebook.com/TapBathBristol/,,No,,,,,,,,,
Seb Heating Plumbing and Electrical | Bath,,,,,,sebheatingplumbing@gmail.com,,Bath,BA2 2UP,05/05/2026 20:00,Gas Engineer / Boiler Installer,Unknown,,https://www.facebook.com/p/Seb-Heating-Plumbing-and-Electrical-100054650850522/,,No,,,,,,,,,
Rochdale Boiler & Bathroom Installations,,,,,,lancapp@mail.com,,,,05/05/2026 20:00,Gas Engineer / Boiler Installer,Unknown,,https://www.facebook.com/bespokebathroominstallationsmikeslattery/,,No,,,,,,,,,
Handyman,,,,,,bradjisaac@yahoo.co.uk,,,,05/05/2026 20:30,Handyman,Unknown,,https://www.facebook.com/bradleythehandyman/,,No,,,,,,,,,
Niche Bathroom and Kitchen,,,,,,ellen@nichebathroomandkitchen.com,,,,05/05/2026 21:30,Kitchen Fitter,Unknown,,https://www.facebook.com/ellenatniche/,,No,,,,https://www.instagram.com/nichebathroomandkitchen/,,,,,
J.R Richman Building & plant hire services | Street,,,,,,jrrichmanhomeimprovements@gmail.com,,Street,BA16 0TU,05/05/2026 22:30,Loft Conversion / Extension Builder,Unknown,,https://www.facebook.com/J.R.Richman/,,No,,,,,,,,,
F and R Building | Taunton,,,,,,fandrbuild@outlook.com,,Taunton,,05/05/2026 22:31,Loft Conversion / Extension Builder,Unknown,,https://www.facebook.com/p/F-and-R-Building-61554739755347/,,No,,,,,,,,,
Meins Property Renovation & Landscaping,,,,,,meinsgardens@gmail.com,,,,05/05/2026 23:01,Landscaper / Garden Designer,Unknown,,https://www.facebook.com/Meinslandscaping/,,No,,,,https://twitter.com/Meinsgardens,,,,,
Four Seasons Garden Design & Maintenance | Yeovil,,Mathew Dwyer,,,9980451,mattdyer26@hotmail.com,,United Kingdom,,05/05/2026 23:10,Landscaper / Garden Designer,Unknown,,https://www.facebook.com/MatthewDyer1980/,,No,A - Established,,,,,wave 2,NB-0025,outreach,email
Steve4Yatton,,,,,,steve.bridger@n-somerset.gov.uk,,,,05/05/2026 23:10,Landscaper / Garden Designer,Unknown,,https://www.facebook.com/Steve4Yatton/,,No,,,,,,,,,
Bayliss Landscaping & Contracting | Yeovil,,,,,,baylisslandscapes@aol.com,,Yeovil,BA22 9QL,05/05/2026 23:11,Landscaper / Garden Designer,Unknown,,https://www.facebook.com/BaylissLandscapingContracting/,,No,,,,,,,,,
CresswellPlastering | Bridgwater,,,,,,dcresswelltrade@gmail.com,,Bridgwater,,06/05/2026 00:10,Plasterer,Unknown,,https://www.facebook.com/p/CresswellPlastering-100089188931882/,,No,,,,,,,,,
James plastering & rendering | Bridgwater,,,,,,jamesplastering1@outlook.com,,Bridgwater,,06/05/2026 00:10,Plasterer,Unknown,,https://www.facebook.com/p/James-plastering-rendering-100068170787192/,,No,,,,,,,,,
LDA Plastering | Banwell,,,,,,ldaplastering@hotmail.com,,Banwell,,06/05/2026 00:10,Plasterer,Unknown,,https://www.facebook.com/p/LDA-Plastering-100085938918393/,,No,,,,,,,,,
Promain Plastering  | Yeovil,,,,,,promainplastering@gmail.com,,Yeovil,,06/05/2026 00:11,Plasterer,Unknown,,https://www.facebook.com/promainplastering/,,No,,,,,,,,,
BP Plastering | Weston-super-Mare,,,,,16642210,bpplastering@icloud.com,,Weston-super-Mare,,06/05/2026 00:11,Plasterer,Unknown,,https://www.facebook.com/p/BP-Plastering-100071737323872/,,No,D - New Entrant,,,,,,,,
Mark Pearson Painter & Decorator,,,,,9056085,markp@madasafish.com,,,,06/05/2026 00:50,Painter & Decorator,Unknown,,https://www.facebook.com/MarkPearsonPainter/,,No,A - Established,,,,,,,,
Paul T Nicholson Classic Painter,,,,,,nicholsont.paul@gmail.com,,,BS21 6EA,06/05/2026 00:50,Painter & Decorator,Unknown,,https://www.facebook.com/p/Paul-T-Nicholson-Classic-Painter-100055132911549/,,No,,,,,,,,,
Gareth Partridge Painter and Decorating Services & Carpet Cleaning Services | Yeovil,,,,,,partridge858@gmail.com,,Yeovil,BA22 9UQ,06/05/2026 00:50,Painter & Decorator,Unknown,,https://www.facebook.com/p/Gareth-Partridge-Painter-and-Decorating-Services-Carpet-Cleaning-Services-61575603144414/,,No,,,,,,,,,
Blundell Decorators,,,,,,wblundell610@btinternet.com,,,,06/05/2026 00:51,Painter & Decorator,Unknown,,https://www.facebook.com/BlundellDecorators/,,No,,,,https://www.Checkatrade.com/trades/BlundellDecorators,,,,,
Shades of colour Somerset,,,,,16495121,shadesofcolour@hotmail.com,,,,06/05/2026 00:51,Painter & Decorator,Unknown,,https://www.facebook.com/shadesofcoloursomerset/,,No,D - New Entrant,,,,,,,,
"Dan Harvey, Painting & Decorating Services",,,,,,danielharvey584@gmail.com,,,,06/05/2026 01:00,Painter & Decorator,Unknown,,https://www.facebook.com/p/Dan-Harvey-Painting-Decorating-Services-100080029762360/,,No,,,,,,,,,
C.Taylor Carpentry & Building,,,,,10082383,ctconstruction.sw@gmail.com,,United Kingdom,,06/05/2026 01:30,Carpenter / Joiner,Unknown,,https://www.facebook.com/ctaylorcarpentryandbuilding/mentions/,,No,A - Established,,,,,,,,
apache_carpentry,,,,,,info@apache-carpentry.co.uk,,,,06/05/2026 01:30,Carpenter / Joiner,Unknown,,https://www.facebook.com/apache.carpentry/,,No,,,,,,,,,
RH Carpentry and Construction | Taunton,,,,,,rymads@hotmail.co.uk,,Taunton,TA2 8FL,06/05/2026 01:31,Carpenter / Joiner,Unknown,,https://www.facebook.com/p/RH-Carpentry-and-Construction-61550345814332/,,No,,,,,,,,,
MGB Carpentry & Building Services | Ilminster,,,,,,mgbbuildingservices@mail.com,,Ilminster,,06/05/2026 01:31,Carpenter / Joiner,Unknown,,https://www.facebook.com/p/MGB-Carpentry-Building-Services-100054348664827/,,No,,,,,,,,,
Jake Foster Carpentry | Taunton,,,,,,jakefostercarpentry@gmail.com,,Taunton,,06/05/2026 01:31,Carpenter / Joiner,Unknown,,https://www.facebook.com/JakeFosterCarpentry/,,No,,,,,,,,,
A.J Carpentry | Taunton,,,,,,ashbarnes87@hotmail.co.uk,,Taunton,,06/05/2026 01:40,Carpenter / Joiner,Unknown,,https://www.facebook.com/p/AJ-Carpentry-100094188294760/,,No,,,,,,,,,
Trojan Ceramics,,,,,,benbaker950@gmail.com,,,,06/05/2026 02:11,Tiler,Unknown,,https://www.facebook.com/Trojantilingbos/,,No,,,,,,,,,
Glastonbury Roofing | Glastonbury,,,,,,jasonhurford@hotmail.com,,United Kingdom,,06/05/2026 02:40,Roofer,Unknown,,https://www.facebook.com/Hurfordroofing/,,No,,,,,,,,,
Js Electrical | Yeovil,,,,,7547425,jamessteele82@tiscali.co.uk,,United Kingdom,,06/05/2026 03:20,Electrician,Unknown,,https://www.facebook.com/JsElectricalwestcoker/,,No,A - Established,,,,,,,,
Kelly Plumbing Heating & Gas | Weston-super-Mare,,,,,,kierankelly1976@hotmail.co.uk,,United Kingdom,,06/05/2026 04:01,Plumber,Unknown,,https://www.facebook.com/kellyplumbheatgas/,,No,,,,https://www.checkatrade.com/trades/kellyplumbingheatingandgas280331,,,,,
"Gas & Renewable Services | Somerton, Somerset",,,,,,chrisroodgrs@gmail.com,,Somerset,TA11 7DQ,06/05/2026 04:30,Gas Engineer / Boiler Installer,Unknown,,https://www.facebook.com/Gasandrenewableservices/,,No,,,,,,,,,
Commando Gas,,,,,,leighhancox@me.com,,,,06/05/2026 04:30,Gas Engineer / Boiler Installer,Unknown,,https://www.facebook.com/p/Commando-Gas-61567102748558/,,No,,,,,,,,,
CK Cleaning  | Cheddon Fitzpaine,,,,,,ckpresstoimpress@gmail.com,,Cheddon Fitzpaine,,06/05/2026 05:31,Commercial Cleaner,Unknown,,https://www.facebook.com/p/CK-Cleaning-61551942035297/,,No,,,,,,,,,
Sjphome | Gloucester,,,,,,sjphome@hotmail.co.uk,,Gloucester,GL2 0JF,06/05/2026 06:10,Kitchen Fitter,Unknown,,https://www.facebook.com/ilovewood.carpenter/,,No,,,,,,,,,
Chalford Interiors,,,,,,shane@chalfordbuilding.co.uk,,Stroud,GL6 8NT,06/05/2026 06:11,Kitchen Fitter,Unknown,,https://www.facebook.com/Chalfordinteriors/mentions/,,No,,,,,,,,,
G-city carpentry & building | Gloucester,,,,,,gcity.builders@gmail.com,,United Kingdom,,06/05/2026 06:11,Kitchen Fitter,Unknown,,https://www.facebook.com/p/G-city-carpentry-building-100090585291630/,,No,,,,,,,,,
Majestic Bathrooms & Kitchens | Gloucester,,,,,11829813,majestic.mbk1@gmail.com,,Gloucester,,06/05/2026 06:50,Bathroom Fitter,Unknown,,https://www.facebook.com/p/Majestic-Bathrooms-Kitchens-100057696346669/,,No,B - Growth Phase,,,,,,,,
Little and Large Plumbing and Heating | Gloucester,,,,,,littleandlargeplumbingandheating@hotmail.co.uk,,Gloucester,GL3 4JR,06/05/2026 06:51,Bathroom Fitter,Unknown,,https://www.facebook.com/littleandlargeplumbing/,,No,,,,,,,,,
JBJ electrical & Property Maintenance,,,,,13894179,jbjelectricalltd@icloud.com,,,,06/05/2026 07:20,Loft Conversion / Extension Builder,Unknown,,https://www.facebook.com/JBJelectrical/,,No,B - Growth Phase,,,,,,,,
Greenline Building,,,,,,bob_adams95@hotmail.co.uk,,,,06/05/2026 07:30,Loft Conversion / Extension Builder,Unknown,,https://www.facebook.com/greenlinebuildingcompany/,,No,,,,,,,,,
D J B Construction | Gloucester,,,,,,davidberry778@googlemail.com,,Gloucester,,06/05/2026 07:40,Loft Conversion / Extension Builder,Unknown,,https://www.facebook.com/DavidJBerryConstruction/,,No,,,,,,,,,
DRP Home and Garden | Chepstow,,,,,,drphomeservices@gmail.com,,Chepstow,NP16 7BQ,06/05/2026 08:10,Landscaper / Garden Designer,Unknown,,https://www.facebook.com/drphomeandgarden/,,No,,,,,,,,,
Pugh's Landscaping | Dursley,,,,,,pughsgardens@hotmail.com,,Dursley,,06/05/2026 08:11,Landscaper / Garden Designer,Unknown,,https://www.facebook.com/PughsLandscaping/,,No,,,,,,,,,
Peter Hollins. Building & Landscaping | Hereford,,,,,,phollins@aol.com,,United Kingdom,,06/05/2026 08:30,Landscaper / Garden Designer,Unknown,,https://www.facebook.com/p/Peter-Hollins-Building-Landscaping-100063528882207/,,No,,,,,,,,,
Double Z Landscapes | Cheltenham,,,,,,doublezlandscapes@gmail.com,,Cheltenham,,06/05/2026 09:10,Driveway / Paving Contractor,Unknown,,https://www.facebook.com/doublezlandscapes/,,No,,,,,,,,,
JJP Plastering  | Frampton on Severn,,,,,,jjpplastering_jw@outlook.com,,Frampton on Severn,,06/05/2026 09:40,Plasterer,Unknown,,https://www.facebook.com/people/JJP-Plastering/100089017728907/,,No,,,,,,,,,
Cotswold Traditional Plastering & Building | Moreton in Marsh,,,,,,cotswoldtraditional@gmail.com,,United Kingdom,,06/05/2026 09:50,Plasterer,Unknown,,https://www.facebook.com/p/Cotswold-Traditional-Plastering-Building-100064687915879/,,No,,,,,,,,,
A.J Nevin Plastering Services,,,,,,eddthespreaduk@yahoo.co.uk,,,,06/05/2026 10:00,Plasterer,Unknown,,https://www.facebook.com/Ensignplastering/,,No,,,,,,,,,
Jack Preece Plastering  | Gloucester,,,,,,jackpreeceplastering@gmail.com,,Gloucester,,06/05/2026 10:00,Plasterer,Unknown,,https://www.facebook.com/p/Jack-Preece-Plastering-100089636040390/,,No,,,,,,,,,
True Perfection Decorating  | Yate,,,,,,trueperfectiondecorating@outlook.com,,Yate,,06/05/2026 10:30,Painter & Decorator,Unknown,,https://www.facebook.com/p/True-Perfection-Decorating-61556635784716/,,No,,,,,,,,,
CSP Decorating,,,,,,chris_perry6@outlook.com,,Bristol,,06/05/2026 10:30,Painter & Decorator,Unknown,,https://www.facebook.com/p/CSP-Decorating-100057157851738/,,No,,,,,,,,,
MT Painter and Decorator | Ledbury,,,,,,mtpainterdecorator@yahoo.com,,Ledbury,,06/05/2026 10:30,Painter & Decorator,Unknown,,https://www.facebook.com/P.D.MSTaylor/,,No,,,,,,,,,
M decorators | Stroud,,,,,,eryanengland@yahoo.co.uk,,Stroud,GL5 3TW,06/05/2026 10:30,Painter & Decorator,Unknown,,https://www.facebook.com/p/M-decorators-100063559810986/,,No,,,,,,,,,
H & H Decorators Gloucester  | Gloucester,,,,,,hhdecoratorsgloucester@hotmail.com,,Gloucester,,06/05/2026 10:30,Painter & Decorator,Unknown,,https://www.facebook.com/p/H-H-Decorators-Gloucester-61556787326393/,,No,,,,,,,,,
Toby Webb painting and decorating | Gloucester,,,,,,wendywebb58@hotmail.com,,Gloucester,GL3 2LH,06/05/2026 10:30,Painter & Decorator,Unknown,,https://www.facebook.com/p/Toby-Webb-painting-and-decorating-100057033357068/,,No,,,,,,,,,
ADL painter & decorators | Gloucester,,,,,,a.lewis1992@hotmail.co.uk,,Gloucester,,06/05/2026 10:40,Painter & Decorator,Unknown,,https://www.facebook.com/ADLpainters/,,No,,,,,,,,,
Simply Me Home | Staunton,,,,,,hello@simplymehome.co.uk,,Staunton,,06/05/2026 10:40,Painter & Decorator,Unknown,,https://www.facebook.com/simplyme.home/,,No,,,,,,,,,
Tyrrell Tiling & Painting | Gloucester,,,,,,jacobntyrrell@gmail.com,,Gloucester,GL3 4QR,06/05/2026 11:50,Tiler,Unknown,,https://www.facebook.com/p/Tyrrell-Tiling-Painting-61574378703301/,,No,,,,,,,,,
Bn roofing,,,,,,bnroofing1@outlook.com,,Gl51,,06/05/2026 12:20,Roofer,Unknown,,https://www.facebook.com/bnroofing/,,No,,,,,,,,,
Smith’s Roofing,,,,,,greg_smithsroofing@hotmail.com,,https://www.bing.com/maps/default.aspx?v=2&pc=FACEBK&mid=8100&FORM=FBKPL1&mkt=en-US,,06/05/2026 12:30,Roofer,Unknown,,https://www.facebook.com/smithsroofinghfd/,,No,,,,,,,,,
L.E.R Electrical Contractor | Gloucester,,,,,,leeedward123@live.co.uk,,Gloucester,GL4 3AZ,06/05/2026 13:10,Electrician,Unknown,,https://www.facebook.com/p/LER-Electrical-Contractor-61551091625613/,,No,,,,,,,,,
A.C.E Electrical | Wotton-under-Edge,,,,,,a.c.e.electrical24@gmail.com,,Wotton-under-Edge,GL12 8LT,06/05/2026 13:30,Electrician,Unknown,,https://www.facebook.com/p/ACE-Electrical-61555330823316/,,No,,,,,,,,,
AMC Services | Gloucester,,,,,9447782,amcservices6@outlook.com,,Gloucester,,06/05/2026 13:40,Electrician,Unknown,,https://www.facebook.com/AMCServices6/,,No,A - Established,,,,,,,,
Light Work elec. | Stroud,,,,,,jamie-flagg@hotmail.com,,Stroud,,06/05/2026 13:40,Electrician,Unknown,,https://www.facebook.com/Lightworkelec/,,No,,,,,,,,,
Luke cole electrical services | Lydney,,,,,,lukecole.electrical@icloud.com,,United Kingdom,,06/05/2026 13:50,Electrician,Unknown,,https://www.facebook.com/lukecoleelectrical/,,No,,,,,,,,,
Harris Plumbing & Heating | Gloucester,,,,,14340382,t.harrisplumbing@hotmail.com,,Gloucester,,06/05/2026 14:20,Plumber,Unknown,,https://www.facebook.com/p/Harris-Plumbing-Heating-61573189553068/,,No,B - Growth Phase,,,,,,,,
Lewis prince plumbing | Cheltenham,,,,,,lewisprince44@gmail.com,,Cheltenham,,06/05/2026 14:20,Plumber,Unknown,,https://www.facebook.com/lewisprinceplumbing/,,No,,,,,,,,,
T&P Plumbing and Maintenance | Ross on Wye,,,,,,tap-plumbing@outlook.com,,Ross on Wye,HR9 5UY,06/05/2026 14:30,Plumber,Unknown,,https://www.facebook.com/p/TP-Plumbing-and-Maintenance-61573212397369/,,No,,,,,,,,,
K M Heating & Plumbing  | Drybrook,,,,,,kmheatingandplumbing@gmail.com,,Drybrook,GL17 9JP,06/05/2026 14:40,Plumber,Unknown,,https://www.facebook.com/p/K-M-Heating-Plumbing-100091791297584/,,No,,,,,,,,,
Rise and Shine Gloucestershire | Charfield,,,,,,riseandshinegloucestershire@hotmail.com,,Charfield,GL12 8TF,06/05/2026 16:30,Commercial Cleaner,Unknown,,https://www.facebook.com/p/Rise-and-Shine-Gloucestershire-61576800253770/,,No,,,,,,,,,
VAN MAN Gloucester | Gloucester,,,,,,aquawindowandpropertyservices@outlook.com,,Gloucester,GL1 2EE,06/05/2026 16:30,Commercial Cleaner,Unknown,,https://www.facebook.com/vanandmangloucester/,,No,,,,,,,,,
Magic wands cleaning services | Gloucester,,,,,,magicwandscleaningservices@gmail.com,,Gloucester,,06/05/2026 16:40,Commercial Cleaner,Unknown,,https://www.facebook.com/p/Magic-wands-cleaning-services-100094617726080/,,No,,,,,,,,,
